date_vente,region,magasin,type_produit,remise,image_produit,prix_vente,profit
2024-07-19,Provence-Alpes-Côte d'Azur,Lyon Part-Dieu,Accessoires,0.15,https://example.com/accessoires.jpg,66.04,10.15
2022-11-21,Auvergne-Rhône-Alpes,Marseille Prado,Lunettes enfant,0.1,https://example.com/enfant.jpg,261.16,76.32
2021-06-24,Île-de-France,Paris République,Lunettes de soleil,0.15,https://example.com/soleil.jpg,266.76,98.49
2023-11-08,Île-de-France,Bordeaux Centre,Lunettes de vue,0.15,https://example.com/vue.jpg,182.66,77.08
2024-01-16,Provence-Alpes-Côte d'Azur,Bordeaux Centre,Lunettes de soleil,0.0,https://example.com/soleil.jpg,206.37,90.76
2023-03-31,Provence-Alpes-Côte d'Azur,Lyon Part-Dieu,Lunettes de vue,0.0,https://example.com/vue.jpg,189.64,32.39
2024-01-31,Nouvelle-Aquitaine,Marseille Prado,Lunettes de vue,0.0,https://example.com/vue.jpg,271.27,56.57
2022-12-22,Provence-Alpes-Côte d'Azur,Bordeaux Centre,Accessoires,0.0,https://example.com/accessoires.jpg,130.33,58.61
2023-02-03,Provence-Alpes-Côte d'Azur,Bordeaux Centre,Lunettes de soleil,0.2,https://example.com/soleil.jpg,229.36,55.97
2022-09-17,Nouvelle-Aquitaine,Marseille Prado,Lunettes enfant,0.0,https://example.com/enfant.jpg,151.86,25.31
2021-02-07,Occitanie,Lyon Part-Dieu,Lunettes enfant,0.1,https://example.com/enfant.jpg,128.9,55.44
2021-06-07,Occitanie,Marseille Prado,Lunettes enfant,0.1,https://example.com/enfant.jpg,266.91,72.34
2021-02-15,Nouvelle-Aquitaine,Paris République,Lunettes enfant,0.3,https://example.com/enfant.jpg,83.18,19.74
2023-07-19,Nouvelle-Aquitaine,Bordeaux Centre,Lunettes de soleil,0.1,https://example.com/soleil.jpg,280.35,54.72
2022-04-04,Occitanie,Paris République,Accessoires,0.2,https://example.com/accessoires.jpg,275.04,76.34
2023-01-13,Occitanie,Bordeaux Centre,Lunettes enfant,0.1,https://example.com/enfant.jpg,143.61,37.39
2024-08-18,Occitanie,Paris République,Lunettes enfant,0.0,https://example.com/enfant.jpg,329.8,140.9
2021-12-30,Occitanie,Bordeaux Centre,Lunettes de vue,0.0,https://example.com/vue.jpg,228.6,48.82
2022-08-23,Auvergne-Rhône-Alpes,Lyon Part-Dieu,Lunettes de soleil,0.1,https://example.com/soleil.jpg,128.35,22.58
2024-01-09,Nouvelle-Aquitaine,Toulouse Jean Jaurès,Lunettes de vue,0.0,https://example.com/vue.jpg,196.74,45.83
2021-12-01,Île-de-France,Marseille Prado,Lunettes de vue,0.15,https://example.com/vue.jpg,249.91,78.43
2021-04-23,Auvergne-Rhône-Alpes,Bordeaux Centre,Accessoires,0.1,https://example.com/accessoires.jpg,230.99,57.37
2022-02-28,Île-de-France,Marseille Prado,Lunettes enfant,0.2,https://example.com/enfant.jpg,166.83,40.65
2021-08-24,Île-de-France,Bordeaux Centre,Lunettes enfant,0.0,https://example.com/enfant.jpg,142.05,38.27
2024-09-19,Provence-Alpes-Côte d'Azur,Toulouse Jean Jaurès,Lunettes de soleil,0.15,https://example.com/soleil.jpg,232.24,95.62
2024-03-25,Nouvelle-Aquitaine,Lyon Part-Dieu,Lunettes de vue,0.0,https://example.com/vue.jpg,157.73,55.02
2023-07-14,Auvergne-Rhône-Alpes,Lyon Part-Dieu,Lunettes enfant,0.2,https://example.com/enfant.jpg,130.13,40.1
2024-06-26,Nouvelle-Aquitaine,Marseille Prado,Accessoires,0.1,https://example.com/accessoires.jpg,251.21,68.05
2024-03-19,Occitanie,Toulouse Jean Jaurès,Lunettes de vue,0.15,https://example.com/vue.jpg,192.41,32.92
2021-09-30,Nouvelle-Aquitaine,Marseille Prado,Accessoires,0.3,https://example.com/accessoires.jpg,85.42,35.48
2024-07-27,Île-de-France,Lyon Part-Dieu,Accessoires,0.1,https://example.com/accessoires.jpg,236.15,44.52
2023-02-27,Occitanie,Paris République,Accessoires,0.0,https://example.com/accessoires.jpg,142.25,29.3
2024-03-24,Nouvelle-Aquitaine,Marseille Prado,Lunettes enfant,0.3,https://example.com/enfant.jpg,198.06,56.46
2024-08-01,Nouvelle-Aquitaine,Bordeaux Centre,Accessoires,0.1,https://example.com/accessoires.jpg,183.64,35.27
2022-04-10,Île-de-France,Lyon Part-Dieu,Accessoires,0.2,https://example.com/accessoires.jpg,189.28,64.74
2021-06-10,Occitanie,Bordeaux Centre,Lunettes enfant,0.1,https://example.com/enfant.jpg,214.45,63.97
2021-11-29,Île-de-France,Toulouse Jean Jaurès,Lunettes enfant,0.0,https://example.com/enfant.jpg,111.11,33.26
2022-09-16,Nouvelle-Aquitaine,Lyon Part-Dieu,Lunettes enfant,0.15,https://example.com/enfant.jpg,214.31,94.32
2024-04-09,Auvergne-Rhône-Alpes,Lyon Part-Dieu,Lunettes de soleil,0.0,https://example.com/soleil.jpg,312.8,110.15
2024-06-10,Auvergne-Rhône-Alpes,Marseille Prado,Lunettes de vue,0.3,https://example.com/vue.jpg,223.68,82.68
2021-01-11,Provence-Alpes-Côte d'Azur,Marseille Prado,Lunettes de vue,0.1,https://example.com/vue.jpg,236.52,78.72
2023-01-16,Auvergne-Rhône-Alpes,Bordeaux Centre,Lunettes de soleil,0.0,https://example.com/soleil.jpg,341.31,77.77
2022-09-02,Occitanie,Marseille Prado,Lunettes de soleil,0.1,https://example.com/soleil.jpg,213.77,36.11
2021-11-21,Provence-Alpes-Côte d'Azur,Paris République,Lunettes de soleil,0.2,https://example.com/soleil.jpg,113.09,35.99
2021-06-25,Occitanie,Lyon Part-Dieu,Lunettes enfant,0.3,https://example.com/enfant.jpg,178.39,50.66
2022-05-08,Auvergne-Rhône-Alpes,Toulouse Jean Jaurès,Accessoires,0.15,https://example.com/accessoires.jpg,275.88,51.57
2024-10-08,Auvergne-Rhône-Alpes,Lyon Part-Dieu,Lunettes enfant,0.0,https://example.com/enfant.jpg,170.48,69.53
2022-04-17,Nouvelle-Aquitaine,Bordeaux Centre,Accessoires,0.15,https://example.com/accessoires.jpg,122.53,36.64
2023-01-28,Occitanie,Marseille Prado,Lunettes de vue,0.2,https://example.com/vue.jpg,272.5,77.97
2023-10-24,Île-de-France,Lyon Part-Dieu,Accessoires,0.1,https://example.com/accessoires.jpg,256.17,70.5
2022-06-15,Nouvelle-Aquitaine,Marseille Prado,Lunettes de soleil,0.1,https://example.com/soleil.jpg,75.54,28.05
2024-11-19,Occitanie,Bordeaux Centre,Lunettes de vue,0.15,https://example.com/vue.jpg,193.06,31.96
2024-11-06,Provence-Alpes-Côte d'Azur,Marseille Prado,Accessoires,0.3,https://example.com/accessoires.jpg,94.95,20.38
2022-01-03,Occitanie,Toulouse Jean Jaurès,Lunettes de soleil,0.15,https://example.com/soleil.jpg,127.76,53.75
2022-12-27,Provence-Alpes-Côte d'Azur,Bordeaux Centre,Accessoires,0.0,https://example.com/accessoires.jpg,94.52,15.32
2022-03-16,Provence-Alpes-Côte d'Azur,Lyon Part-Dieu,Accessoires,0.0,https://example.com/accessoires.jpg,134.68,44.88
2022-02-20,Auvergne-Rhône-Alpes,Lyon Part-Dieu,Accessoires,0.0,https://example.com/accessoires.jpg,211.46,47.03
2021-02-23,Île-de-France,Toulouse Jean Jaurès,Lunettes de vue,0.4,https://example.com/vue.jpg,55.2,17.23
2023-06-09,Occitanie,Paris République,Accessoires,0.2,https://example.com/accessoires.jpg,255.29,78.97
2023-01-04,Île-de-France,Marseille Prado,Lunettes de soleil,0.2,https://example.com/soleil.jpg,229.69,79.67
2021-03-17,Provence-Alpes-Côte d'Azur,Lyon Part-Dieu,Accessoires,0.1,https://example.com/accessoires.jpg,159.11,32.06
2022-02-11,Auvergne-Rhône-Alpes,Toulouse Jean Jaurès,Lunettes de soleil,0.15,https://example.com/soleil.jpg,90.49,30.97
2024-08-19,Île-de-France,Marseille Prado,Lunettes enfant,0.0,https://example.com/enfant.jpg,348.31,133.92
2021-12-16,Nouvelle-Aquitaine,Bordeaux Centre,Lunettes de vue,0.15,https://example.com/vue.jpg,193.57,39.24
2021-07-31,Provence-Alpes-Côte d'Azur,Toulouse Jean Jaurès,Lunettes enfant,0.2,https://example.com/enfant.jpg,150.75,58.31
2022-12-16,Nouvelle-Aquitaine,Bordeaux Centre,Lunettes enfant,0.0,https://example.com/enfant.jpg,125.62,23.43
2024-12-10,Île-de-France,Bordeaux Centre,Lunettes de vue,0.0,https://example.com/vue.jpg,126.9,29.04
2021-12-20,Île-de-France,Bordeaux Centre,Lunettes enfant,0.0,https://example.com/enfant.jpg,292.94,75.74
2023-09-09,Île-de-France,Marseille Prado,Lunettes de soleil,0.0,https://example.com/soleil.jpg,215.57,52.47
2024-01-17,Occitanie,Paris République,Lunettes de soleil,0.2,https://example.com/soleil.jpg,276.42,102.31
2021-12-13,Provence-Alpes-Côte d'Azur,Bordeaux Centre,Lunettes de soleil,0.1,https://example.com/soleil.jpg,303.18,69.94
2023-11-30,Provence-Alpes-Côte d'Azur,Lyon Part-Dieu,Lunettes de soleil,0.15,https://example.com/soleil.jpg,108.73,40.8
2022-06-21,Provence-Alpes-Côte d'Azur,Marseille Prado,Lunettes enfant,0.2,https://example.com/enfant.jpg,279.86,46.77
2023-07-13,Occitanie,Marseille Prado,Lunettes de vue,0.2,https://example.com/vue.jpg,277.0,68.02
2023-07-14,Île-de-France,Bordeaux Centre,Lunettes enfant,0.3,https://example.com/enfant.jpg,205.66,87.16
2023-02-22,Île-de-France,Lyon Part-Dieu,Lunettes de vue,0.15,https://example.com/vue.jpg,152.54,40.52
2021-05-12,Nouvelle-Aquitaine,Toulouse Jean Jaurès,Lunettes de vue,0.0,https://example.com/vue.jpg,132.76,38.64
2024-05-04,Occitanie,Marseille Prado,Lunettes enfant,0.0,https://example.com/enfant.jpg,98.88,37.16
2022-04-14,Auvergne-Rhône-Alpes,Bordeaux Centre,Lunettes enfant,0.15,https://example.com/enfant.jpg,71.87,11.94
2021-09-30,Occitanie,Bordeaux Centre,Lunettes de soleil,0.0,https://example.com/soleil.jpg,299.82,107.99
2021-03-01,Nouvelle-Aquitaine,Paris République,Lunettes de vue,0.3,https://example.com/vue.jpg,234.33,39.68
2023-05-13,Nouvelle-Aquitaine,Paris République,Lunettes de vue,0.1,https://example.com/vue.jpg,257.68,81.37
2023-09-17,Nouvelle-Aquitaine,Toulouse Jean Jaurès,Accessoires,0.3,https://example.com/accessoires.jpg,197.77,65.95
2021-01-25,Île-de-France,Toulouse Jean Jaurès,Lunettes de vue,0.2,https://example.com/vue.jpg,149.0,28.82
2023-01-18,Auvergne-Rhône-Alpes,Toulouse Jean Jaurès,Lunettes de soleil,0.3,https://example.com/soleil.jpg,174.67,70.79
2021-11-27,Nouvelle-Aquitaine,Toulouse Jean Jaurès,Lunettes de vue,0.3,https://example.com/vue.jpg,180.56,57.9
2023-07-31,Provence-Alpes-Côte d'Azur,Bordeaux Centre,Accessoires,0.0,https://example.com/accessoires.jpg,142.04,27.9
2021-09-12,Île-de-France,Bordeaux Centre,Accessoires,0.2,https://example.com/accessoires.jpg,221.46,90.41
2023-10-06,Auvergne-Rhône-Alpes,Bordeaux Centre,Lunettes de vue,0.0,https://example.com/vue.jpg,110.91,44.08
2022-07-19,Provence-Alpes-Côte d'Azur,Lyon Part-Dieu,Lunettes de soleil,0.4,https://example.com/soleil.jpg,91.3,32.07
2024-09-29,Auvergne-Rhône-Alpes,Toulouse Jean Jaurès,Accessoires,0.2,https://example.com/accessoires.jpg,188.09,51.09
2021-07-20,Auvergne-Rhône-Alpes,Lyon Part-Dieu,Accessoires,0.0,https://example.com/accessoires.jpg,221.08,65.94
2022-05-13,Provence-Alpes-Côte d'Azur,Marseille Prado,Accessoires,0.3,https://example.com/accessoires.jpg,187.1,67.55
2021-06-15,Occitanie,Marseille Prado,Lunettes enfant,0.0,https://example.com/enfant.jpg,233.22,56.0
2024-09-12,Auvergne-Rhône-Alpes,Bordeaux Centre,Lunettes de soleil,0.1,https://example.com/soleil.jpg,75.48,24.8
2024-07-04,Occitanie,Marseille Prado,Lunettes de soleil,0.15,https://example.com/soleil.jpg,292.19,98.35
2022-01-12,Auvergne-Rhône-Alpes,Bordeaux Centre,Lunettes enfant,0.3,https://example.com/enfant.jpg,198.64,43.03
2023-08-22,Provence-Alpes-Côte d'Azur,Toulouse Jean Jaurès,Lunettes de vue,0.3,https://example.com/vue.jpg,221.56,41.78
2024-04-08,Auvergne-Rhône-Alpes,Lyon Part-Dieu,Accessoires,0.15,https://example.com/accessoires.jpg,250.83,50.03
2023-03-22,Nouvelle-Aquitaine,Bordeaux Centre,Accessoires,0.1,https://example.com/accessoires.jpg,116.52,18.22
2023-02-13,Nouvelle-Aquitaine,Paris République,Lunettes enfant,0.0,https://example.com/enfant.jpg,331.16,124.29
2021-12-20,Auvergne-Rhône-Alpes,Paris République,Lunettes de vue,0.1,https://example.com/vue.jpg,310.99,122.17
2021-05-16,Provence-Alpes-Côte d'Azur,Toulouse Jean Jaurès,Lunettes de soleil,0.0,https://example.com/soleil.jpg,92.03,35.88
2024-08-02,Provence-Alpes-Côte d'Azur,Lyon Part-Dieu,Lunettes de vue,0.15,https://example.com/vue.jpg,97.21,41.7
2024-08-07,Île-de-France,Bordeaux Centre,Lunettes de soleil,0.15,https://example.com/soleil.jpg,295.19,51.79
2023-07-14,Provence-Alpes-Côte d'Azur,Toulouse Jean Jaurès,Accessoires,0.2,https://example.com/accessoires.jpg,121.74,52.25
2022-05-10,Occitanie,Lyon Part-Dieu,Lunettes de vue,0.0,https://example.com/vue.jpg,299.54,90.03
2022-05-25,Auvergne-Rhône-Alpes,Paris République,Lunettes de soleil,0.1,https://example.com/soleil.jpg,81.68,21.89
2023-11-26,Nouvelle-Aquitaine,Bordeaux Centre,Lunettes de vue,0.0,https://example.com/vue.jpg,275.08,52.97
2024-08-02,Provence-Alpes-Côte d'Azur,Lyon Part-Dieu,Lunettes de vue,0.15,https://example.com/vue.jpg,226.43,66.79
2024-07-19,Nouvelle-Aquitaine,Marseille Prado,Lunettes de vue,0.1,https://example.com/vue.jpg,299.29,106.1
2024-02-13,Île-de-France,Bordeaux Centre,Lunettes enfant,0.1,https://example.com/enfant.jpg,246.64,43.58
2023-07-27,Auvergne-Rhône-Alpes,Marseille Prado,Lunettes de soleil,0.1,https://example.com/soleil.jpg,73.43,32.55
2021-05-03,Provence-Alpes-Côte d'Azur,Toulouse Jean Jaurès,Lunettes de soleil,0.2,https://example.com/soleil.jpg,156.9,66.69
2021-08-24,Nouvelle-Aquitaine,Lyon Part-Dieu,Accessoires,0.1,https://example.com/accessoires.jpg,150.67,62.7
2024-08-04,Provence-Alpes-Côte d'Azur,Lyon Part-Dieu,Lunettes de soleil,0.0,https://example.com/soleil.jpg,229.8,62.71
2023-06-05,Île-de-France,Lyon Part-Dieu,Accessoires,0.15,https://example.com/accessoires.jpg,161.44,65.67
2021-01-14,Nouvelle-Aquitaine,Lyon Part-Dieu,Lunettes enfant,0.15,https://example.com/enfant.jpg,126.34,23.71
2021-05-29,Nouvelle-Aquitaine,Bordeaux Centre,Accessoires,0.0,https://example.com/accessoires.jpg,255.09,107.96
2023-08-27,Auvergne-Rhône-Alpes,Marseille Prado,Accessoires,0.0,https://example.com/accessoires.jpg,157.12,63.85
2021-01-08,Auvergne-Rhône-Alpes,Marseille Prado,Lunettes enfant,0.0,https://example.com/enfant.jpg,308.18,100.51
2021-08-23,Nouvelle-Aquitaine,Toulouse Jean Jaurès,Lunettes enfant,0.0,https://example.com/enfant.jpg,160.44,55.95
2023-03-13,Auvergne-Rhône-Alpes,Toulouse Jean Jaurès,Lunettes enfant,0.0,https://example.com/enfant.jpg,214.29,54.69
2023-10-08,Nouvelle-Aquitaine,Lyon Part-Dieu,Lunettes de vue,0.0,https://example.com/vue.jpg,301.29,130.96
2023-08-10,Occitanie,Paris République,Lunettes de soleil,0.0,https://example.com/soleil.jpg,300.41,51.08
2021-11-24,Provence-Alpes-Côte d'Azur,Paris République,Lunettes de vue,0.3,https://example.com/vue.jpg,163.87,68.38
2023-11-06,Occitanie,Lyon Part-Dieu,Accessoires,0.1,https://example.com/accessoires.jpg,158.74,36.26
2021-12-13,Occitanie,Marseille Prado,Lunettes enfant,0.1,https://example.com/enfant.jpg,203.6,79.71
2022-04-21,Provence-Alpes-Côte d'Azur,Toulouse Jean Jaurès,Lunettes enfant,0.0,https://example.com/enfant.jpg,307.91,50.75
